Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
1793,International law provides for a State's timely ability to close off areas deemed dangerous for flights.,premise,[1674],{}
1794,"It would seem that an investigation is necessary not only of the disaster, but also of the extent to which Ukrainian aviation authorities carried out their obligations to exercise the relevant law and did everything necessary to ensure that Kyiv's military campaign prevented disasters.",claim,[1675],{}
1795,Today Kyiv announced the full closure of its airspace to conduct a so-called anti-terrorist operation.,non-arg,[],{}
1796,"Why could that not have been done earlier, instead of waiting for there to be hundreds of victims?",premise,"[1676, 1677]","{(1676, 1677): 'support'}"
1797,"During our previous meeting on Ukraine (see S/PV.7205), some Western members of the Council talked about the restraint exercised by the Kyiv authorities in using force.",premise,[1678],{}
1798,"They have fully demonstrated that ""restraint"" now.",claim,[1679],{}
1799,"There have been indiscriminate air strikes, rocket fire and attacks by artillery tanks in Donetsk and Luhansk.",premise,[1680],{}
1800,This punitive operation is becoming increasingly destructive for the civilian population and infrastructure.,premise,[1681],{}
1801,"Dozens of civilians have been killed, including children.",premise,[1682],{}
1802,"Transport systems, community facilities and medical centres have been destroyed.",premise,[1683],{}
1803,"According to data of the Office of the United Nations High Commissioner for Refugees (UNHCR), there are more than 4.5 million people in eastern Ukraine in the area of the clashes.",premise,[1684],{}
1804,"However, Kyiv has not evacuated civilians from those areas.",premise,[1685],{}
1805,"Instead, people must risk their lives to flee the areas of military clashes by themselves.",claim,[1686],{}
1806,"There are many reports of people being intentionally targeted by the Ukrainian armed forces as they flee the war, in particular to seek refuge in Russia.",premise,[1687],{}
1807,"To date, Russia has hosted more than 110,000 refugees from eastern Ukraine.",premise,[1688],{}
1808,That figure continues to grow daily.,claim,[1689],{}
1809,Those facts have been confirmed by UNCHR.,premise,[1690],{}
1810,"In that regard, six Russian regions have declared a state of emergency.",claim,[1691],{}
1811,Artillery and mortar shelling by the Ukrainian armed forces into Russian territory has become a regular occurrence.,premise,[1692],{}
1812,The targets include border crossing points and peaceful civilians.,premise,[1693],{}
1813,Our citizens have been killed and wounded.,premise,[1694],{}
1814,We consider those provocations acts of aggression on the part of Ukraine against Russian citizens and against its sovereign territory.,claim,[1695],{}
1815,We place all blame on the Kyiv authorities and call for the Ukrainian side to take decisive measures to prevent such incidents in future.,claim,[1696],{}
1816,We have repeatedly issued warnings about the danger of trying to resolve the political crisis in Ukraine by force.,premise,[1697],{}
1817,"We called for a mutually respectful and inclusive dialogue among all major political forces, Kyiv and the regions.",premise,[1698],{}
1818,"However, the Kyiv authorities have chosen the wrong the path at every turn, with the support of its Western colleagues.",claim,[1699],{}
1819,"I am talking about the United States, of course, which pushed Kyiv to escalate the crisis.",premise,[1700],{}
1820,They are trying to lay the blame on Russia for the catastrophe caused by the course chosen.,claim,[1701],{}
1821,Kyiv cast aside the agreement of 21 February and the road map proposed by the Chair of the Organization for Security and Cooperation in Europe (OSCE).,claim,[1702],{}
1822,"The Geneva statement of 17 April and the Berlin declaration of 2 July were also dismissed, although representatives from the Kyiv Government took part in drafting them.",claim,[1703],{}
1823,The widely acclaimed peace plan of President Poroshenko became the pretext for military preparations and the deployment of a large-scale punitive operation.,claim,[1704],{}
1824,The Kyiv authorities have chosen to suppress dissent.,claim,[1705],{}
1825,"Immediately after the February uprising, Kyiv began to call dissenters ""bandits"" and ""terrorists"", and then ""subhumans"" and ""insects"".",premise,[1706],{}
1826,"Was it fortuitous that on Channel 5, the Ukrainian television channel owned by Mr. Poroshenko, a commercial was aired showing the stamping out of insects with a map of eastern Ukraine in the background?",premise,[1707],{}
1827,Protesters have been massacred in Mariupol and Odesa.,premise,[1708],{}
1828,The number of victims continues to rise and no genuine investigation has been carried out.,premise,[1709],{}
1829,Dozens of people who politically opposed Kyiv have disappeared.,premise,[1710],{}
1830,The promised reform of the Constitution is being prepared in secret.,premise,[1711],{}
1831,It appears that Kyiv would like to enlist the support of European structures and then give it to its lucky people.,claim,[1712],{}
1832,"Indeed, according to reports, the redistribution of powers from the President to the Parliament, which was the source of the fighting in Maidan for months, is not actually being planned for.",premise,[1713],{}
1833,Is it any wonder that violence has been the result of such strategy?,claim,[1714],{}
1834,The political representatives of those regions are well known.,non-arg,[],{}
1835,"They have long been a part okaraine's political life, and have come to the forefront through the protest movements in recent months.",premise,[1715],{}
1836,"Involving them in the dialogue would prevent a further escalation of the current serious crisis, but instead Kyiv chose to arrest, beat and threaten them.",claim,"[1716, 1717]","{(1716, 1715): 'support', (1717, 1715): 'attack'}"
1837,"With regard to the Ukrainian crisis, international institutions have not risen to the occasion.",claim,[1718],{}
1838,The reason lies with our Western partners.,premise,[1719],{}
1839,"Much has been said, but nothing has been done to resolve the situation.",premise,[1720],{}
1840,We are working hard in the OSCE.,claim,[1721],{}
1841,"In the Security Council, the Russian delegation proposed three times the serious drafting of a resolution that would put an end to the violence in Ukraine.",premise,[1722],{}
1842,But Western colleagues responded to our proposals with blatant cynicism.,claim,[1723],{}
1843,"It seems that whatever the Ukrainian Government arbitrarily does is judged favourably, but the victims of the geopolitical ambitions of the Ukrainian regime are actually an entire nation - the people of Ukraine.",premise,[1724],{}
