id,sentence_claim,sentence_premise,relation
2040,"[3155, 'The current situation is dangerous.']","[3189, 'The OSCE Special Monitoring Mission said in a  17 January report that it had    ""conducted a comprehensive inspection, focusing  on five craters caused by explosions that had  occurred during the incident.']",support
2041,"[3155, 'The current situation is dangerous.']","[3190, 'The investigation  included comprehensive crater analysis of two  specific blast craters, including the crater located  10 metres from the side of the passenger bus.']",support
2042,"[3155, 'The current situation is dangerous.']","[3191, 'In  the SMM\'s assessment, all craters examined were  caused by rockets fired from a north-north-eastern  direction.""    The conclusion of the impartial OSCE monitoring  mission is that the craters at the crime scene were  caused by rockets fired from the north-north-east  direction from the checkpoint.']",support
2043,"[3155, 'The current situation is dangerous.']","[3184, ""It is dangerous  because Russia's actions are directly contributing to  a humanitarian crisis.""]",support
2044,"[3155, 'The current situation is dangerous.']","[3185, 'With each passing day, more  civilians are killed and maimed.']",support
2045,"[3155, 'The current situation is dangerous.']","[3186, 'Many of us have  seen the ghastly images of the 13 January attack on  a passenger bus, which was struck while waiting at a  Ukrainian security checkpoint at Volnovakha.']",support
2046,"[3155, 'The current situation is dangerous.']","[3188, 'Thirteen civilians were killed in that attack and at least  16 more people were wounded.']",support
2047,"[3157, 'Even as we sit here  today, the separatists trained, supplied and supported by    Russia are launching a full-scale attack on the strategic  city of Debaltseve, inside Ukrainian-controlled  territory, in blatant violation of the 19 September  Minsk ceasefire lines, in an attemp to gain control  of a significant rail juncture.']","[3156, 'It is dangerous  because Russia continues to train and equip separatists  with heavy weapons and to fight by their side, in flagrant  violation of the September Minsk agreement, Ukrainian  sovereignty and international law.']",support
2048,"[3157, 'Even as we sit here  today, the separatists trained, supplied and supported by    Russia are launching a full-scale attack on the strategic  city of Debaltseve, inside Ukrainian-controlled  territory, in blatant violation of the 19 September  Minsk ceasefire lines, in an attemp to gain control  of a significant rail juncture.']","[3158, 'The Organization for  Security and Cooperation in Europe (OSCE) reported  yesterday that at least 30 Grad rockets had hit the city  on 19 January, killing 3 civilians and wounding 12.']",support
2049,"[3157, 'Even as we sit here  today, the separatists trained, supplied and supported by    Russia are launching a full-scale attack on the strategic  city of Debaltseve, inside Ukrainian-controlled  territory, in blatant violation of the 19 September  Minsk ceasefire lines, in an attemp to gain control  of a significant rail juncture.']","[3160, 'Yesterday, independent media reported that separatists  had blown up a rail bridge connecting the port city of  Mariupol to the rest of Ukraine.']",support
2050,"[3157, 'Even as we sit here  today, the separatists trained, supplied and supported by    Russia are launching a full-scale attack on the strategic  city of Debaltseve, inside Ukrainian-controlled  territory, in blatant violation of the 19 September  Minsk ceasefire lines, in an attemp to gain control  of a significant rail juncture.']","[3159, 'The  OSCE confirmed that those rockets had come from the  direction of the separatist-controlled city of Horlivka.']",support
2051,"[3161, 'Thankfully, there were  no casualties, but now the city must rely on northern  access via Donetsk, effectively isolating it and leaving  it vulnerable to separatist attacks.']","[3161, 'Thankfully, there were  no casualties, but now the city must rely on northern  access via Donetsk, effectively isolating it and leaving  it vulnerable to separatist attacks.']",attack
2052,"[3161, 'Thankfully, there were  no casualties, but now the city must rely on northern  access via Donetsk, effectively isolating it and leaving  it vulnerable to separatist attacks.']","[3160, 'Yesterday, independent media reported that separatists  had blown up a rail bridge connecting the port city of  Mariupol to the rest of Ukraine.']",support
2053,"[3162, 'These moves appear calculated and strategic in  nature.']","[3164, 'Since  late December Russia has transferred at least 100  additional pieces of Russian military equipment and  materiel to separatists.']",support
2054,"[3162, 'These moves appear calculated and strategic in  nature.']","[3165, 'These latest transfers come atop  previous transfers of hundreds of pieces of Russian  military equipment to separatists since September,  including tanks, armoured personnel carriers, heavy  artillery pieces and other military vehicles.']",support
2055,"[3162, 'These moves appear calculated and strategic in  nature.']","[3166, 'The OSCE is allowed to operate at only two  checkpoints on the vast Ukrainian-Russian border.']",support
2056,"[3162, 'These moves appear calculated and strategic in  nature.']","[3167, 'Yet from those two checkpoints alone, monitors note  hundreds of individuals in military-style dress freely  crossing the border every week.']",support
2057,"[3162, 'These moves appear calculated and strategic in  nature.']","[3163, 'Since President Poroshenko announced the  unilateral silence regime on 9 December, which brought  about a brief respite from the violence, separatists and  the Russians who backed them have carried out more  than 1,000 attacks against Ukrainian positions.']",support
