ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
347,UNSC_2014_SPV.7154_spch019_UA_neg,309,"Intercepted radio communications of the aforementioned groups, and others, with their Russian coordinators are available and provide other clear evidence.","[314, 'Intercepted radio communications of the aforementioned groups, and others, with their Russian coordinators are available and provide other clear evidence.']",premise,{}
348,UNSC_2014_SPV.7154_spch019_UA_neg,310,"It has also been observed that such terrorist groups are heavily armed with weapons used exclusively by Russian armed forces, namely, the Kalashnikov assault rifle AK-lOO series.","[315, 'It has also been observed that such terrorist groups are heavily armed with weapons used exclusively by Russian armed forces, namely, the Kalashnikov assault rifle AK-lOO series.']",premise,{}
349,UNSC_2014_SPV.7154_spch019_UA_neg,311,Those weapons have also been seen in the hands of Russian troops in Crimea.,"[316, 'Those weapons have also been seen in the hands of Russian troops in Crimea.']",premise,{}
350,UNSC_2014_SPV.7154_spch019_UA_neg,312,"It is clear that the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea, which video evidence confirms.","[317, 'the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea']",claim,"{316: 'support', 318: 'support'}"
351,UNSC_2014_SPV.7154_spch019_UA_neg,312,"It is clear that the tactics used by terrorists to capture admininstrative buildings in the regions of Donetsk, Lugansk and Kharkiv are identical to those used to seize the buildings of the Crimean Parliament and other Governmental building in Crimea, which video evidence confirms.","[318, 'which video evidence confirms.']",premise,{}
352,UNSC_2014_SPV.7154_spch019_UA_neg,313,Terrorist groups are acting in a very organized and pre-planned manner.,"[319, 'Terrorist groups are acting in a very organized and pre-planned manner.']",claim,{320: 'support'}
353,UNSC_2014_SPV.7154_spch019_UA_neg,314,One of the goals is to equip as many locally recruited marginal people as possible with arms and ammunition.,"[320, 'One of the goals is to equip as many locally recruited marginal people as possible with arms and ammunition.']",premise,{}
354,UNSC_2014_SPV.7154_spch019_UA_neg,315,That is why the primary targets of terrorists have been local offices of police and security services with weapon storage facilities.,"[321, 'That is why the primary targets of terrorists have been local offices of police and security services with weapon storage facilities.']",claim,{320: 'support'}
355,UNSC_2014_SPV.7154_spch019_UA_neg,316,"As a result, several hundred guns and automatic rifles have been seized are now in the hands of terrorists.","[322, 'several hundred guns and automatic rifles have been seized are now in the hands of terrorists.']",claim,{320: 'support'}
356,UNSC_2014_SPV.7154_spch019_UA_neg,317,"There is substantial video evidence of armed attacks using gunfire on local Ukrainian police stations, in Slavyansk and Kramatorsk in particular.","[323, 'There is substantial video evidence of armed attacks using gunfire on local Ukrainian police stations, in Slavyansk and Kramatorsk in particular.']",premise,{}
357,UNSC_2014_SPV.7154_spch019_UA_neg,318,"Those videos, which have been widely broadcast on international television channels and over the Internet, have left absolutely no doubt that the terrorist groups are not the peaceful protesters that our Russian colleagues claim them to be.","[324, 'Those videos, which have been widely broadcast on international television channels and over the Internet']",premise,{}
358,UNSC_2014_SPV.7154_spch019_UA_neg,318,"Those videos, which have been widely broadcast on international television channels and over the Internet, have left absolutely no doubt that the terrorist groups are not the peaceful protesters that our Russian colleagues claim them to be.","[325, 'have left absolutely no doubt that the terrorist groups are not the peaceful protesters that our Russian colleagues claim them to be.']",claim,"{324: 'support', 323: 'support'}"
359,UNSC_2014_SPV.7154_spch019_UA_neg,319,"Rather, they are professional special forces appropriately equipped and armed by the Russian Federation.","[326, 'they are professional special forces appropriately equipped and armed by the Russian Federation.']",claim,"{324: 'support', 323: 'support'}"
360,UNSC_2014_SPV.7154_spch019_UA_neg,320,Terrorists have started using their weapons against Ukrainian law enforcement and military officers.,"[327, 'Terrorists have started using their weapons against Ukrainian law enforcement and military officers.']",claim,"{329: 'support', 328: 'support'}"
361,UNSC_2014_SPV.7154_spch019_UA_neg,321,This morning in Slavyansk the auto convoy of the Ukrainian military was attacked by gunmen using automatic weapons.,"[328, 'This morning in Slavyansk the auto convoy of the Ukrainian military was attacked by gunmen using automatic weapons.']",premise,{}
362,UNSC_2014_SPV.7154_spch019_UA_neg,322,"Terrorists shot and killed Captain Gennady Belichenko of the Ukrainian security services, while ""Alfa"" Commander Kuznietsov and Colonel Kuksa were seriously wounded, as was a police officer named Selikhov.","[329, 'Terrorists shot and killed Captain Gennady Belichenko of the Ukrainian security services, while ""Alfa"" Commander Kuznietsov and Colonel Kuksa were seriously wounded, as was a police officer named Selikhov.']",premise,{}
363,UNSC_2014_SPV.7154_spch019_UA_neg,323,"In the light of the aforementioned facts, the National Security and Defence Council of Ukraine, pursuant to our anti-terrorism law of 2003, has adopted a decision to launch a large-scale counter-terrorist operation involving the special units of the Ukrainian armed forces.","[330, 'In the light of the aforementioned facts, the National Security and Defence Council of Ukraine, pursuant to our anti-terrorism law of 2003, has adopted a decision to launch a large-scale counter-terrorist operation involving the special units of the Ukrainian armed forces.']",premise,{}
364,UNSC_2014_SPV.7154_spch019_UA_neg,324,We are not going to let the Crimea scenario be repeated in eastern Ukraine.,"[331, 'We are not going to let the Crimea scenario be repeated in eastern Ukraine.']",claim,{330: 'support'}
365,UNSC_2014_SPV.7154_spch019_UA_neg,325,We have not imposed a state of emergency as is required by the provisions of the Constitution of Ukraine.,"[332, 'We have not imposed a state of emergency as is required by the provisions of the Constitution of Ukraine.']",premise,{}
366,UNSC_2014_SPV.7154_spch019_UA_neg,326,"Instead, we have prepared a counterinsurgency plan to strike at the armed terrorists.","[333, 'we have prepared a counterinsurgency plan to strike at the armed terrorists.']",claim,"{332: 'support', 334: 'support'}"
367,UNSC_2014_SPV.7154_spch019_UA_neg,327,"In his statement today, acting President Oleksandr Turchynov said, ""I would like to emphasize that those not involved in shooting at Ukrainian law enforcement officers and who surrender their weapons and leave seized administrative buildings will not be subject to prosecution."" Only a few weeks have passed since part of the territory of Ukraine was annexed by the Russian Federation.","[334, '""I would like to emphasize that those not involved in shooting at Ukrainian law enforcement officers and who surrender their weapons and leave seized administrative buildings will not be subject to prosecution.""']",premise,{}
368,UNSC_2014_SPV.7154_spch019_UA_neg,327,"In his statement today, acting President Oleksandr Turchynov said, ""I would like to emphasize that those not involved in shooting at Ukrainian law enforcement officers and who surrender their weapons and leave seized administrative buildings will not be subject to prosecution."" Only a few weeks have passed since part of the territory of Ukraine was annexed by the Russian Federation.","[335, 'Only a few weeks have passed since part of the territory of Ukraine was annexed by the Russian Federation.']",premise,{}
