Component,Label
"The highest level of cynicism is the Russian reference to the right of self-defence in a situation in which it is Russia that is acting as aggressor, having occupied Crimea, as is brutally interfering in the internal affairs of Ukraine, destabilizing it and trying to create an explosive situation in the eastern regions.",claim
"Unfortunately, we are deeply concerned that the scenario that is prepared for eastern Ukraine might be similar to the one implemented by Russia in Abkhazia.",claim
That scenario might include several steps.,claim
"Step one: a small group of local separatists, supported by Russian-controlled armed groups, would seize control over regional councils and make them illegally proclaim the creation ofa so-called independent Novorossiya within the boundaries described by President Putin at his recent press interview.",premise
"We have already seen that step taken in Donetsk, Slovansk and Kharkiv, against the will of the vast majority of the local population and against the Ukrainian Constitution.",premise
Step two: the Russian Federation would immediately recognize such a regional unit as an independent State.,premise
"Step three: upon a request from the newly self-proclaimed authorities, the Russian Federation would send its troops to Ukraine under the guise of peacekeepers or collective self-defence.",premise
"I must say that such a scenario is realistic, as it has been reported that some Russian heavy military vehicles had been spotted near Ukraine's borders bearing signs indicating ""Peacekeeping Mission"" in the Russian and Ukrainian languages, exactly as happened in Abkhazia.",claim
"One of the main purposes of that scenario is to disrupt the presidential elections scheduled for 25 May, which are a top priority for the Government and for the people of Ukraine.",premise
Twelve days have already passed since the Geneva meeting.,premise
Ukraine has done its utmost to de-escalate the situation.,claim
Our steps have been acknowledged and supported by the Organization for Security and Cooperation in Europe and other parties involved.,premise
Russia has done nothing.,claim
Russia has to implement the Geneva agreements.,claim
Russia should withdraw its army from Ukraine's borders.,claim
