Sentence,Label,Components
Russia has allowed officials from the Donetsk People's Republic to establish a recruiting office in Moscow.,premise,"{""Russia has allowed officials from the Donetsk People's Republic to establish a recruiting office in Moscow."": ['premise', 107]}"
"Ukrainian pilot Nadia Savchenko, who has long had a distinguished career in the Ukrainian military, was taken by separatists in mid-June.",premise,"{'Ukrainian pilot Nadia Savchenko, who has long had a distinguished career in the Ukrainian military, was taken by separatists in mid-June.': ['premise', 137]}"
She is now being held - where?,premise,"{'She is now being held - where?': ['premise', 30]}"
"- in a prison in Voronezh, Russia.",premise,"{'- in a prison in Voronezh, Russia.': ['premise', 34]}"
"According to the Ukrainian Government, she was transferred to Russia by separatists.",premise,"{'According to the Ukrainian Government, she was transferred to Russia by separatists.': ['premise', 84]}"
Russia continues to redeploy new forces extremely close to the Ukrainian border.,premise,"{'Russia continues to redeploy new forces extremely close to the Ukrainian border.': ['premise', 80]}"
"In addition, on Monday, a Ukrainian air force cargo plane was shot down in Ukrainian air space, and on Wednesday a Ukrainian fighter jet was also shot down in Ukrainian air space.",premise,"{'on Monday, a Ukrainian air force cargo plane was shot down in Ukrainian air space, and on Wednesday a Ukrainian fighter jet was also shot down in Ukrainian air space.': ['premise', 166]}"
"In both instances, the Ukrainian Government believes that the planes were fired on from Russian territory.",premise,"{'In both instances, the Ukrainian Government believes that the planes were fired on from Russian territory.': ['premise', 106]}"
"It is because of such continued destabilizing Russian actions that the United States imposed sanctions on the defence, energy and financial sectors of the Russian economy, including financial institutions.",claim,"{'It is because of such continued destabilizing Russian actions': ['premise', 61], 'the United States imposed sanctions on the defence, energy and financial sectors of the Russian economy, including financial institutions.': ['claim', 138]}"
The measures include freezing the assets ofRussian defence companies and blocking new financing of some of Russia's most important banks and energy companies.,premise,"{""The measures include freezing the assets ofRussian defence companies and blocking new financing of some of Russia's most important banks and energy companies."": ['premise', 158]}"
"The sanctions are significant, but they are also targeted and designed to have the maximum impact on the Russian calculus while limiting the impact on the Russian people and any spillover effects on our interests or those of our allies.",premise,"{'The sanctions are significant': ['claim', 29], 'but they are also targeted and designed to have the maximum impact on the Russian calculus while limiting the impact on the Russian people and any spillover effects on our interests or those of our allies.': ['premise', 205]}"
"This week, the European Union also announced expanded sanctions on Russia.",none,{}
